part_id,part_name,category,kid_friendly_name,what_it_does,skill_level,voltage,usual_qty,buy_search_term,compatible_with,example_projects,common_mistake,safety_note,online_search_robu,online_search_robocraze,online_search_amazon_in,local_store_search_term,priority,applicable_robot_types,why_add,source_gap_id
CTRL-006,NVIDIA Jetson AGX Orin / Thor-class compute,Computing & AI,Robot computer,"Runs robot software, perception, AI or real-time control workloads.",Advanced,DC input; model dependent,1+,NVIDIA Jetson AGX Orin / Thor-class compute,ROS 2; cameras; LiDAR; motor controllers; AI software,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=NVIDIA+Jetson+AGX+Orin+%2F+Thor-class+compute&post_type=product,https://robocraze.com/search?q=NVIDIA+Jetson+AGX+Orin+%2F+Thor-class+compute,https://www.amazon.in/s?k=NVIDIA+Jetson+AGX+Orin+%2F+Thor-class+compute,NVIDIA Jetson AGX Orin / Thor-class compute,P1,Humanoid; Quadruped; AMR; Arm; Drone; General,Modern robots need Linux/AI compute and deterministic real-time control in addition to Arduino-class MCUs.,GAP-005
CTRL-007,NVIDIA Jetson Orin NX,Computing & AI,Robot computer,"Runs robot software, perception, AI or real-time control workloads.",Intermediate,DC input; model dependent,1+,NVIDIA Jetson Orin NX,ROS 2; cameras; LiDAR; motor controllers; AI software,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=NVIDIA+Jetson+Orin+NX&post_type=product,https://robocraze.com/search?q=NVIDIA+Jetson+Orin+NX,https://www.amazon.in/s?k=NVIDIA+Jetson+Orin+NX,NVIDIA Jetson Orin NX,P1,Humanoid; Quadruped; AMR; Arm; Drone; General,Modern robots need Linux/AI compute and deterministic real-time control in addition to Arduino-class MCUs.,GAP-004
CTRL-008,NVIDIA Jetson Orin Nano,Computing & AI,Robot computer,"Runs robot software, perception, AI or real-time control workloads.",Intermediate,DC input; model dependent,1+,NVIDIA Jetson Orin Nano,ROS 2; cameras; LiDAR; motor controllers; AI software,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=NVIDIA+Jetson+Orin+Nano&post_type=product,https://robocraze.com/search?q=NVIDIA+Jetson+Orin+Nano,https://www.amazon.in/s?k=NVIDIA+Jetson+Orin+Nano,NVIDIA Jetson Orin Nano,P1,Humanoid; Quadruped; AMR; Arm; Drone; General,Modern robots need Linux/AI compute and deterministic real-time control in addition to Arduino-class MCUs.,GAP-003
CTRL-009,RP2040 / Raspberry Pi Pico,Computing & AI,Robot computer,"Runs robot software, perception, AI or real-time control workloads.",Intermediate,5V / USB (model dependent),1+,RP2040 / Raspberry Pi Pico,ROS 2; cameras; LiDAR; motor controllers; AI software,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=RP2040+%2F+Raspberry+Pi+Pico&post_type=product,https://robocraze.com/search?q=RP2040+%2F+Raspberry+Pi+Pico,https://www.amazon.in/s?k=RP2040+%2F+Raspberry+Pi+Pico,RP2040 / Raspberry Pi Pico,P1,Humanoid; Quadruped; AMR; Arm; Drone; General,Modern robots need Linux/AI compute and deterministic real-time control in addition to Arduino-class MCUs.,GAP-009
CTRL-010,Raspberry Pi 5,Computing & AI,Robot computer,"Runs robot software, perception, AI or real-time control workloads.",Intermediate,5V / USB (model dependent),1+,Raspberry Pi 5,ROS 2; cameras; LiDAR; motor controllers; AI software,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Raspberry+Pi+5&post_type=product,https://robocraze.com/search?q=Raspberry+Pi+5,https://www.amazon.in/s?k=Raspberry+Pi+5,Raspberry Pi 5,P1,Humanoid; Quadruped; AMR; Arm; Drone; General,Modern robots need Linux/AI compute and deterministic real-time control in addition to Arduino-class MCUs.,GAP-001
CTRL-011,Raspberry Pi Zero 2 W,Computing & AI,Robot computer,"Runs robot software, perception, AI or real-time control workloads.",Intermediate,5V / USB (model dependent),1+,Raspberry Pi Zero 2 W,ROS 2; cameras; LiDAR; motor controllers; AI software,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Raspberry+Pi+Zero+2+W&post_type=product,https://robocraze.com/search?q=Raspberry+Pi+Zero+2+W,https://www.amazon.in/s?k=Raspberry+Pi+Zero+2+W,Raspberry Pi Zero 2 W,P1,Humanoid; Quadruped; AMR; Arm; Drone; General,Modern robots need Linux/AI compute and deterministic real-time control in addition to Arduino-class MCUs.,GAP-002
CTRL-012,Real-time Controller / EtherCAT Master,Computing & AI,Robot computer,Provides electronic control for motors or robot subsystems.,Advanced,Passive / model dependent,1+,Real-time Controller / EtherCAT Master,ROS 2; cameras; LiDAR; motor controllers; AI software,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Real-time+Controller+%2F+EtherCAT+Master&post_type=product,https://robocraze.com/search?q=Real-time+Controller+%2F+EtherCAT+Master,https://www.amazon.in/s?k=Real-time+Controller+%2F+EtherCAT+Master,Real-time Controller / EtherCAT Master,P1,Humanoid; Quadruped; AMR; Arm; Drone; General,Modern robots need Linux/AI compute and deterministic real-time control in addition to Arduino-class MCUs.,GAP-010
CTRL-013,STM32 Development Board,Computing & AI,Robot computer,"Runs robot software, perception, AI or real-time control workloads.",Intermediate,3.3–5V logic; verify model,1+,STM32 Development Board,ROS 2; cameras; LiDAR; motor controllers; AI software,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=STM32+Development+Board&post_type=product,https://robocraze.com/search?q=STM32+Development+Board,https://www.amazon.in/s?k=STM32+Development+Board,STM32 Development Board,P1,Humanoid; Quadruped; AMR; Arm; Drone; General,Modern robots need Linux/AI compute and deterministic real-time control in addition to Arduino-class MCUs.,GAP-007
CTRL-014,Teensy 4.1,Computing & AI,Robot computer,"Runs robot software, perception, AI or real-time control workloads.",Intermediate,3.3–5V logic; verify model,1+,Teensy 4.1,ROS 2; cameras; LiDAR; motor controllers; AI software,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Teensy+4.1&post_type=product,https://robocraze.com/search?q=Teensy+4.1,https://www.amazon.in/s?k=Teensy+4.1,Teensy 4.1,P1,Humanoid; Quadruped; AMR; Arm; Drone; General,Modern robots need Linux/AI compute and deterministic real-time control in addition to Arduino-class MCUs.,GAP-008
ACT-013,BLDC Motor,Conventional Actuators,Robot mover,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Intermediate,Varies by model; verify rated voltage,1+,BLDC Motor,Motor/servo driver; suitable power supply; mechanical linkage,Robotic Arm; Mobile Robot; Robotics Prototype,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=BLDC+Motor&post_type=product,https://robocraze.com/search?q=BLDC+Motor,https://www.amazon.in/s?k=BLDC+Motor,BLDC Motor,P1,Arm; Mobile; Animatronic; General,Adds actuator types beyond SG90/MG90S and small geared DC motors.,GAP-028
ACT-014,DC Worm Gear Motor,Conventional Actuators,Robot mover,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Intermediate,Varies by model; verify rated voltage,1+,DC Worm Gear Motor,Motor/servo driver; suitable power supply; mechanical linkage,Robotic Arm; Mobile Robot; Robotics Prototype,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=DC+Worm+Gear+Motor&post_type=product,https://robocraze.com/search?q=DC+Worm+Gear+Motor,https://www.amazon.in/s?k=DC+Worm+Gear+Motor,DC Worm Gear Motor,P1,Arm; Mobile; Animatronic; General,Adds actuator types beyond SG90/MG90S and small geared DC motors.,GAP-027
ACT-015,High-Torque 20–35 kg·cm Servo,Conventional Actuators,Robot mover,Creates controlled mechanical movement in a robot mechanism.,Intermediate,Varies by model; verify rated voltage,1+,High-Torque 20–35 kg·cm Servo,Motor/servo driver; suitable power supply; mechanical linkage,Robotic Arm; Mobile Robot; Robotics Prototype,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=High-Torque+20%E2%80%9335+kg%C2%B7cm+Servo&post_type=product,https://robocraze.com/search?q=High-Torque+20%E2%80%9335+kg%C2%B7cm+Servo,https://www.amazon.in/s?k=High-Torque+20%E2%80%9335+kg%C2%B7cm+Servo,High-Torque 20–35 kg·cm Servo,P1,Arm; Mobile; Animatronic; General,Adds actuator types beyond SG90/MG90S and small geared DC motors.,GAP-023
ACT-016,High-Voltage Brushless Servo,Conventional Actuators,Robot mover,Creates controlled mechanical movement in a robot mechanism.,Intermediate,Varies by model; verify rated voltage,1+,High-Voltage Brushless Servo,Motor/servo driver; suitable power supply; mechanical linkage,Robotic Arm; Mobile Robot; Robotics Prototype,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=High-Voltage+Brushless+Servo&post_type=product,https://robocraze.com/search?q=High-Voltage+Brushless+Servo,https://www.amazon.in/s?k=High-Voltage+Brushless+Servo,High-Voltage Brushless Servo,P1,Arm; Mobile; Animatronic; General,Adds actuator types beyond SG90/MG90S and small geared DC motors.,GAP-024
ACT-017,Linear Actuator,Conventional Actuators,Robot mover,Converts electrical or fluid power into controlled robot motion.,Intermediate,Varies by model; verify rated voltage,1+,Linear Actuator,Motor/servo driver; suitable power supply; mechanical linkage,Robotic Arm; Mobile Robot; Robotics Prototype,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Linear+Actuator&post_type=product,https://robocraze.com/search?q=Linear+Actuator,https://www.amazon.in/s?k=Linear+Actuator,Linear Actuator,P1,Arm; Mobile; Animatronic; General,Adds actuator types beyond SG90/MG90S and small geared DC motors.,GAP-029
ACT-018,Mini Linear Servo,Conventional Actuators,Robot mover,Creates controlled mechanical movement in a robot mechanism.,Intermediate,Varies by model; verify rated voltage,1+,Mini Linear Servo,Motor/servo driver; suitable power supply; mechanical linkage,Robotic Arm; Mobile Robot; Robotics Prototype,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Mini+Linear+Servo&post_type=product,https://robocraze.com/search?q=Mini+Linear+Servo,https://www.amazon.in/s?k=Mini+Linear+Servo,Mini Linear Servo,P1,Arm; Mobile; Animatronic; General,Adds actuator types beyond SG90/MG90S and small geared DC motors.,GAP-030
ACT-019,NEMA 17 Stepper Motor,Conventional Actuators,Robot mover,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Intermediate,Varies by model; verify rated voltage,1+,NEMA 17 Stepper Motor,Motor/servo driver; suitable power supply; mechanical linkage,Robotic Arm; Mobile Robot; Robotics Prototype,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=NEMA+17+Stepper+Motor&post_type=product,https://robocraze.com/search?q=NEMA+17+Stepper+Motor,https://www.amazon.in/s?k=NEMA+17+Stepper+Motor,NEMA 17 Stepper Motor,P1,Arm; Mobile; Animatronic; General,Adds actuator types beyond SG90/MG90S and small geared DC motors.,GAP-025
ACT-020,NEMA 23 Stepper Motor,Conventional Actuators,Robot mover,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Intermediate,Varies by model; verify rated voltage,1+,NEMA 23 Stepper Motor,Motor/servo driver; suitable power supply; mechanical linkage,Robotic Arm; Mobile Robot; Robotics Prototype,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=NEMA+23+Stepper+Motor&post_type=product,https://robocraze.com/search?q=NEMA+23+Stepper+Motor,https://www.amazon.in/s?k=NEMA+23+Stepper+Motor,NEMA 23 Stepper Motor,P1,Arm; Mobile; Animatronic; General,Adds actuator types beyond SG90/MG90S and small geared DC motors.,GAP-026
ACT-021,Solenoid Actuator,Conventional Actuators,Robot mover,Converts electrical or fluid power into controlled robot motion.,Intermediate,Varies by model; verify rated voltage,1+,Solenoid Actuator,Motor/servo driver; suitable power supply; mechanical linkage,Robotic Arm; Mobile Robot; Robotics Prototype,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Solenoid+Actuator&post_type=product,https://robocraze.com/search?q=Solenoid+Actuator,https://www.amazon.in/s?k=Solenoid+Actuator,Solenoid Actuator,P1,Arm; Mobile; Animatronic; General,Adds actuator types beyond SG90/MG90S and small geared DC motors.,GAP-031
ACT-022,Voice-Coil Actuator,Conventional Actuators,Robot mover,Converts electrical or fluid power into controlled robot motion.,Intermediate,Varies by model; verify rated voltage,1+,Voice-Coil Actuator,Motor/servo driver; suitable power supply; mechanical linkage,Robotic Arm; Mobile Robot; Robotics Prototype,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Voice-Coil+Actuator&post_type=product,https://robocraze.com/search?q=Voice-Coil+Actuator,https://www.amazon.in/s?k=Voice-Coil+Actuator,Voice-Coil Actuator,P1,Arm; Mobile; Animatronic; General,Adds actuator types beyond SG90/MG90S and small geared DC motors.,GAP-032
HMI-001,4-Microphone Array,Human Interaction & Audio,Robot interaction part,Captures speech or environmental audio for robot interaction.,Intermediate,Passive / model dependent,1+,4-Microphone Array,MCU/SBC; HMI software; robot enclosure,Humanoid Robot; Social Robot; Service Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=4-Microphone+Array&post_type=product,https://robocraze.com/search?q=4-Microphone+Array,https://www.amazon.in/s?k=4-Microphone+Array,4-Microphone Array,P1,Humanoid; Companion; Social; Service Robot,"Adds speech, touch, gesture and expressive feedback for social/service robots.",GAP-092
